PHONE_USE_MTH,L90D_RG_CTT_TM,SCR_CELL_CALLED_TIMES,SCR_CELL_CALLED_PHONE_CNT,SCR_CELL_CTT_DAYS_CNT,SCR_CELL_CALLED_CTT_DAYS_CNT,SCR_CELL_180_CALLING_SUBTTL,SCR_CELL_MRNG_CALLED_TIMES,SCR_CELL_CALL_TTL_TIME,SCR_CELL_AFTN_CALL_TTL_TIME,SCR_CELL_NIGHT_CALL_TTL_TIME,SCR_CELL_90DAY_CALLING_TIMES,SCR_CELL_90DAY_CALL_TIMES,SCR_CELL_CALL_PHONE_CNT,SCR_CELL_CALLING_CTT_DAYS_CNT,SCR_CELL_CALLED_TTL_TIME,SCR_CELL_NIGHT_CALLED_TTL_TIME,SCR_CELL_AFTN_CALLING_TTL_TIME,SCR_CELL_NIGHT_CALLING_TTL_TIME,SCR_CELL_DAY_CALLING_TTL_TIME,SCR_CELL_EVN_CALL_TTL_TIME,SCR_CELL_CALLING_TTL_TIME,SCR_CELL_90DAY_CALLING_TTL_TIME,SCR_CELL_CALL_SMY_ANS_AFTN_CNT,SCR_CELL_CALL_SMY_ANS_AFTN_TM,SCR_CELL_LOCAL_CALL_TIME,SCR_CELL_90DAY_CALL_TTL_TIME,SCR_CELL_CALL_LSTM2_CONTACTS_CNT,SCR_CELL_NET_LSTM6_ONL_FLOW,SMS_L150D_TTL_PPL,SMS_L30D_SEND_CNT,SMS_L30D_TOTAL_CNT,sms_l90d_send_cnt,sms_l90d_total_cnt,SCR_CELL_SMS_LSTM3_SEND_CNT,TRC_LSM1_AVG_PLAN_AMT,TRC_LSM1_AVG_TOTAL_AMT,TRC_LSM5_PLAN_AMT,TRC_LSM5_TOTAL_AMT,SCR_CELL_MAX_PLAN_AMT,SCR_CELL_PH_USE_MONS
48,40242,862,209,170,158,0,182,115796,37387,13831,0,0,248,165,52097,21118,21529,8475,31204,9394,63699,36396,291,15709,31122,73063,124,-9999999,5,36,36,66,66,51,168,290.64,649.99,1500.03,168,48
89,4018,689,281,172,164,0,132,113776,49569,2676,0,0,329,144,66182,27697,24749,980,30616,1677,47594,15759,267,24766,107863,38886,131,-9999999,1,1187,1187,2989,2989,2234,108,108.1,540,678.99,108,89
5,47727,744,260,172,112,0,229,203976,86947,12777,0,0,529,164,63330,20182,58842,11082,93554,4805,140646,110426,316,28105,0,147669,359,-9999999,21,46,46,191,191,228,45,245.53,225,911.3,45,5
59,13552,817,173,172,168,360.24,220,92625,36510,4254,0,0,209,153,57147,15955,13137,2992,19342,1815,35478,22268,290,23373,86632,53980,103,-9999999,21,1647,1647,2967,2967,1687,60.5,125.55,302.29,507.66,70.4,59
50,3422,396,214,160,135,98.8,46,57136,20366,7177,0,0,269,127,29126,13155,9371,4671,11329,4637,28010,16078,162,10995,48179,33779,128,-9999999,15,12,12,77,77,110,40.99,66.22,303.96,412.49,108,50
5,25446,723,391,164,155,0,242,84906,28960,5449,0,0,446,117,54064,17209,8594,3123,18679,326,30842,22501,317,20265,0,57650,209,-9999999,4,1,1,6,6,6,0,192,0,990.2,0,5
185,127949,2809,660,143,143,806.05,681,309835,132208,14939,0,0,1221,143,166195,49564,64579,5133,94297,7889,143640,88109,1231,67629,269845,196127,699,-9999999,128,653,653,2047,2047,2151,131,176.43,677.65,1012.71,152.51,185
47,5331,539,155,169,163,0,124,81679,20790,6016,0,0,182,113,56051,33581,9286,2313,15483,1987,25628,15226,149,11432,58899,44116,84,-9999999,2,0,2,3,15,3,56,259.6,56,610.23,56,47
30,4806,245,120,154,123,67.95,111,56389,17383,3246,0,0,156,126,11251,2984,15108,2964,29744,191,45138,18682,73,2275,0,24662,60,-9999999,30,177,219,738,1113,769,60,92.9,300,417.35,60,30
5,3356,206,126,103,102,0,74,12935,6625,249,0,0,129,7,12144,1171,90,0,689,12,791,622,99,6535,0,6480,67,-9999999,2,0,0,0,0,0,0,194.9,0,1088.6,0,5
59,8884,709,215,164,161,330.6,224,76285,27990,11293,0,0,261,136,50436,10405,11171,3161,17466,4861,25849,9549,261,16819,60960,33553,120,-9999999,13,15,15,52,52,49,44,111.35,328,559.26,164,59
56,14491,591,147,171,156,287.85,176,169158,57824,19059,0,0,235,168,62999,14743,39383,8720,69571,4599,106159,62750,217,18441,0,100589,110,-9999999,7,0,0,7,12,7,41,187.2,175,1744.2,41,56
5,38254,878,532,171,166,0,275,152312,54632,8581,0,0,725,155,65373,14417,26990,5788,54162,1366,86939,44644,315,27642,0,77712,301,-9999999,72,60,60,140,140,123,0,464.19,0,2322.2,0,5
5,898,121,96,166,84,0,36,21415,1857,610,0,0,102,160,8981,5184,637,114,1295,86,12434,5692,38,1220,0,9137,45,-9999999,1,1,1,4,4,3,0,117.45,0,561.35,0,5
66,14485,767,290,170,165,0,252,73174,29120,2614,0,0,374,137,36659,10079,16263,1359,27831,562,36515,18422,280,12857,0,37599,169,-9999999,14,4,5,16,20,20,136,136,858,859.37,302,66
13,13819,1043,343,172,168,54.72,267,162314,56612,33578,0,0,407,157,81488,18478,26936,19935,45856,8901,80826,48775,403,29346,150107,89149,158,-9999999,14,2915,2915,2915,2915,854,96.5,119.35,532.5,575.8,156.5,13
114,15123,430,209,167,147,134.9,97,72051,31146,5927,0,0,275,132,28780,11107,19800,4337,23047,2563,43271,22304,172,11346,53794,42130,133,-9999999,7,13,13,25,25,25,135,154.9,675,817.59,135,114
39,13966,1346,359,173,173,2047.7,462,161777,60989,7933,0,0,432,172,66603,16013,34544,5071,59383,648,95174,38497,492,26445,135087,74476,200,-9999999,13,17,17,49,49,39,57,168.8,285,759.56,57,39
52,586,30,17,18,17,0,14,1934,391,105,0,0,19,6,1130,378,131,0,313,76,804,804,7,260,1542,1934,19,-9999999,0,0,0,0,0,0,64.21,125.31,517.23,581.83,164.21,52
5,2640,891,118,168,165,0,238,163187,52000,20226,0,0,146,133,114224,34785,12638,4799,25228,7253,48963,26650,312,39362,0,96217,70,-9999999,13,166,166,434,434,402,304,304,1520,1521.57,304,5
5,14387,656,204,167,160,0,192,144316,44518,13081,0,0,265,136,87486,32039,15472,3210,30907,5923,56830,33128,204,28924,0,79319,119,-9999999,15,55,55,96,96,73,0,154.5,0,916.56,0,5
125,26467,1353,392,173,171,584.63,401,357082,134916,13124,0,0,552,172,123708,25404,81684,8525,159269,2048,233374,134204,597,52408,307785,196215,269,-9999999,46,107,107,176,176,154,108,314.46,470,1061.4,108,125
60,10362,731,259,172,168,165.6,228,120156,40068,15510,0,0,365,166,39002,7150,24732,11981,57323,1165,81154,37536,301,15336,0,55717,153,-9999999,37,33,63,96,178,81,30,185,288,743.66,76,60
51,7778,389,108,137,124,0,118,42122,15033,4917,0,0,124,96,26646,7358,3986,1677,11208,44,15476,6813,149,11047,6,14700,38,-9999999,10,42,42,140,140,118,111.97,136.97,664.97,830.87,178,51
60,22838,832,265,165,160,129.96,250,69013,22078,8669,0,0,325,138,36700,10404,10736,4608,20747,2051,32313,14539,276,11342,19354,33504,132,-9999999,20,103,103,215,215,156,157.6,187.15,519.9,618.48,157.6,60
5,5343,195,87,136,86,0,60,27366,10344,1239,0,0,191,41,12404,3312,1894,528,4394,118,6973,1699,70,5252,0,14498,77,-9999999,0,0,0,0,0,0,0,187.28,40,946.88,10,5
5,6030,241,62,134,102,0,61,48868,28046,1587,0,0,106,102,26082,3263,12674,983,19284,0,22786,16279,131,15372,0,35026,47,-9999999,18,1750,1750,2941,2941,1654,119,119.4,536,632.8,119,5
92,2061,189,73,86,80,0,67,10858,3382,557,0,0,78,47,7397,2592,1301,321,1809,61,3461,2897,63,2081,10339,9101,63,-9999999,6,12,12,64,64,55,110.21,155.52,547.23,776.98,110.21,92
28,15458,353,161,164,142,5.74,115,63165,27496,3218,0,0,238,127,21240,5364,19102,2266,34871,944,41925,15597,119,8394,0,27744,98,-9999999,4,9,12,23,32,22,79,79.1,395,372.1,79,28
123,26107,2333,552,173,173,3527.73,383,355269,101112,85302,0,0,678,165,190726,72336,40991,49262,57294,58338,164543,95975,756,60121,67212,216401,331,-9999999,23,282,282,605,605,544,179,249.6,775,1218,179,123
27,2715,460,171,160,148,0,153,63134,15917,18446,0,0,200,101,50720,14386,3152,3269,6572,8235,12404,4990,155,12733,53593,24500,83,-9999999,10,1654,1654,2885,2885,1711,107.9,128.1,509.6,702.6,107.9,27
61,20136,263,117,146,130,0,78,42581,18168,2563,0,0,172,96,14161,1987,10462,1907,22348,755,28420,20206,119,7706,26248,27238,79,-9999999,12,2080,2080,2971,2971,1631,162,213,652,956.13,162,61
49,8111,254,151,132,114,2.4,86,46436,16173,1714,0,0,183,91,18689,3514,8190,1098,16774,315,27747,5629,106,7983,0,13025,69,-9999999,9,5,8,10,35,12,147,160.96,571,657.45,147,49
61,5647,597,183,170,160,209.76,201,60710,17232,2952,0,0,214,148,25967,10211,9751,1528,17516,223,34743,19210,188,7481,0,33582,85,-9999999,11,1754,1754,2978,2978,1685,128,154.16,523.51,591.21,157.78,61
52,5915,357,122,62,62,0.38,84,47400,19454,2763,0,0,144,55,31893,10721,5518,1407,9466,1091,15507,15507,131,13936,44933,47400,144,-9999999,0,0,0,0,0,0,240.74,275.04,855.32,1239.96,261.59,52
30,7606,968,170,172,166,1295.04,293,212694,63785,26185,0,0,225,146,142913,47373,17724,8080,29956,4337,69781,37946,301,46048,182773,108515,88,-9999999,28,1023,1023,1858,1858,1401,173.9,277.09,677.55,833.36,173.9,30
39,16930,428,177,164,142,9.6,149,39410,13732,1438,0,0,267,137,18550,3814,6435,596,14423,921,20860,13406,133,7297,0,25772,126,-9999999,7,6,7,18,19,16,136,196.3,360,1028.25,136,39
5,6912,482,193,147,95,0,215,82103,34097,4648,0,0,315,84,35944,2188,11735,1600,26212,122,31280,7427,172,16743,0,31075,149,-9999999,0,0,0,0,0,0,10,145.2,110,837.7,30,5
93,45068,1021,398,169,160,2255.68,328,259071,133351,4718,0,0,476,149,96674,16039,83006,2459,117741,1871,162397,87529,581,50254,253129,157651,311,-9999999,21,490,627,2667,2974,2218,128,225.64,645,1084.23,133,93
31,55297,714,180,138,136,79.5,270,158802,71554,10089,0,0,226,132,87647,15807,32561,6599,47167,2441,71155,48549,279,38993,0,105868,105,-9999999,11,7,7,40,43,37,206,250.8,1000,1225.35,206,31
114,21104,929,268,173,168,55.1,218,95849,40274,2953,0,0,320,169,35360,9862,27136,898,40893,500,60489,28772,386,13138,92574,44903,146,-9999999,8,1,878,6,1716,5,131,131,614,668.11,131,114
43,4591,83,60,60,47,137.6,24,11122,4136,1000,0,0,68,36,5032,987,1990,699,4910,32,6090,3549,36,2146,6441,6410,33,-9999999,1,5,5,33,33,44,50,56.1,250,290.1,50,43
5,13031,526,292,155,152,0,179,58027,14342,4082,0,0,335,92,36861,13093,5197,477,14038,517,21166,11532,177,9145,0,33506,188,-9999999,13,4,4,18,18,29,0,243.8,0,1198.81,0,5
50,13046,582,350,165,155,0,158,102132,29581,5719,0,0,416,114,64398,19682,16029,1865,21668,3113,37734,11077,192,13519,62197,44153,139,-9999999,4,14,14,24,24,12,128,128.1,640,643.1,128,50
38,20923,559,220,169,152,5.7,122,109626,35947,11603,0,0,285,150,45387,17361,22868,7179,34821,5126,64239,30891,148,13079,66694,58734,143,-9999999,19,26,26,68,68,50,128,141.22,789.95,1000.61,178,38
5,13042,625,222,164,156,0,250,96024,41621,6800,0,0,309,134,48344,4960,19540,3206,36174,1029,47680,18924,233,22081,0,45607,122,-9999999,45,29,29,65,65,59,0,130,0,699.33,0,5
24,31156,545,261,153,133,341.28,207,96915,47417,3505,0,0,392,128,38242,4774,30082,2696,48125,271,58673,36051,223,17310,79154,65264,221,-9999999,79,670,670,1700,1700,1393,208,270.94,412.13,529.99,208,24
49,958,180,67,98,83,0.78,62,14226,5934,778,0,0,81,48,7553,2738,3565,220,5203,192,6673,2652,59,2369,0,6721,28,-9999999,11,3,3,32,32,51,87.8,88,329.6,367.64,87.8,49
32,10488,522,177,167,157,17.43,105,67374,30023,5992,0,0,211,149,41919,10748,10861,2377,15264,1364,25455,13619,250,19162,0,37179,132,-9999999,18,15,18,52,61,41,48,170,240,542.87,48,32
54,12659,646,263,171,161,1885.74,189,133132,44587,5897,0,0,394,161,43598,13954,30280,3234,53622,3643,89534,30285,228,14214,106397,50719,165,-9999999,11,257,257,671,671,584,87.99,207.73,419.96,942.91,117.99,54
48,35784,873,379,157,142,305.09,271,220385,81175,10957,0,0,519,142,69568,18919,49897,9009,64364,2237,150817,112939,390,31278,208512,163040,275,-9999999,16,35,35,136,136,154,141,232.59,775,929.48,161,48
68,11842,243,135,138,119,20.7,87,55932,16047,6465,0,0,198,104,22810,7639,10200,4568,20559,1221,32888,17898,93,5749,0,30776,91,-9999999,10,13,13,32,32,49,106,120.35,910,987.41,296,68
30,23908,416,190,163,145,9.75,146,103820,42921,4664,0,0,261,137,50726,10499,21629,3042,42040,121,53094,35404,161,21292,0,65123,121,-9999999,27,24,43,33,63,20,106,180,530,900,106,30
61,14821,458,217,137,123,184.49,135,110567,35525,6953,0,0,293,90,66951,25431,14696,2873,25937,906,43616,17573,165,20829,70606,37538,51,-9999999,13,79,79,188,188,205,347.81,360.91,1289.52,1376.05,357.87,61
8,14765,564,248,167,156,0,108,87346,31695,13812,0,0,302,143,50845,14146,14621,4912,24200,5374,36501,19327,182,17074,69833,46338,103,-9999999,5,1527,1527,2991,2991,1696,95,100.7,415,442.73,95,8
62,1037,204,34,107,85,9.6,72,12087,3342,1091,0,0,45,98,6318,1759,1527,588,3240,96,5769,1608,56,1815,0,3958,28,-9999999,14,19,19,39,39,25,66,299.71,330,757.41,66,62
120,60423,935,581,167,162,1452.27,327,165536,75338,2688,0,0,758,145,88185,15995,29962,1764,52136,39,77351,31849,470,45376,127928,84990,325,-9999999,4,3000,3000,3000,3000,0,107,146.14,481,690.43,107,120
49,6002,559,155,167,146,95.1,101,72120,29233,7010,0,0,225,150,29217,8897,17101,4390,24425,2471,42903,20017,201,12132,3538,35208,124,-9999999,15,14,14,50,50,57,88,101.8,470,576.05,118,49
48,7058,508,293,156,149,532,150,67126,25775,3189,0,0,348,111,28307,8958,14535,2270,25094,269,38545,16578,211,11155,1953,28924,139,-9999999,100,8,8,163,163,171,61,61.9,456,566.14,131,48
48,4122,257,167,126,111,0,109,17914,5127,566,0,0,179,61,12566,4114,2405,222,4190,14,5348,3166,71,2722,14844,11733,81,-9999999,2,11,11,17,17,7,168,168.15,875.16,874.46,184.31,48
99,9818,562,366,162,160,0,219,31964,11935,1132,0,0,387,62,24599,5126,1565,832,3414,285,7365,3772,239,10370,28679,16915,183,-9999999,6,12,12,32,32,37,88,113.3,569.9,660.8,148,99
49,1968,166,126,97,94,6.2,76,4573,1245,251,0,0,132,16,3431,829,393,78,898,207,1142,951,50,778,0,3249,56,-9999999,0,0,1,0,1,0,118,728.6,600,2007.4,138,49
47,4685,470,193,104,100,582.54,181,38857,12699,4894,0,0,241,101,14938,2555,7672,3216,16742,158,23919,5583,164,5027,0,9261,67,-9999999,5,2,2,13,13,17,118,187.14,304,790.34,118,47
13,8519,529,106,151,125,0,120,66341,23505,8139,0,0,154,103,44413,13912,6577,2326,10780,3489,21876,14392,205,16919,61558,39793,61,-9999999,2,242,242,411,411,241,70,78.4,304,362.23,70,13
5,1921,77,36,60,53,0,33,10918,5711,476,0,0,47,21,4645,996,4314,345,5274,0,6273,6240,29,1397,0,10503,23,-9999999,0,0,0,0,0,0,0,99,0,495.9,0,5
96,17675,1105,332,171,170,0,335,110296,44718,1523,0,0,376,158,61468,12450,19280,464,34815,496,48828,22132,532,25438,102637,54061,158,-9999999,2,1989,1989,2968,2968,1613,250,349.5,1252,1563.9,278,96
50,6646,266,115,146,118,1056.15,93,55232,22503,3664,0,0,169,107,25116,4938,12432,1742,21636,756,30116,8359,106,10071,52451,18721,56,-9999999,2,1066,1066,2861,2861,2278,50,75.9,250,1962.4,50,50
5,7817,3025,657,122,95,0,1014,233715,103150,21914,0,0,989,122,104940,12467,54318,14735,95557,702,128775,41143,1580,48832,0,69692,298,-9999999,126,28,28,88,88,106,0,255.35,0,1041.65,0,5
18,9165,515,166,154,138,0,143,64098,26031,5893,0,0,201,112,27015,5785,14995,2285,24558,2509,37083,26669,215,11011,22145,45799,116,-9999999,12,129,129,278,278,242,88,172.4,440,530.2,88,18
46,5646,278,107,128,108,361.13,85,69901,19410,3692,0,0,142,92,22348,8445,12935,2152,20777,1491,47553,41650,87,6234,7047,59108,61,-9999999,18,994,994,2202,2202,1763,38,218.5,165,677.22,43,46
22,6202,1524,245,167,164,1307.77,555,277470,99632,33704,0,0,325,151,160106,26898,36876,13434,80766,934,117364,55105,522,62623,7193,121179,125,-9999999,75,63,63,238,238,273,111,122.6,515,774.12,111,22
64,17322,899,381,171,164,0.6,336,201429,78031,11036,0,0,448,158,98584,25556,40016,4749,66827,2496,102845,62693,362,38015,0,128576,263,-9999999,33,19,22,40,46,40,136,196.6,680,980.6,136,64
45,5118,673,136,160,149,68.1,231,86664,25772,7321,0,0,162,127,60805,21110,8965,1787,17459,181,25859,12010,230,16807,67025,35728,79,-9999999,18,799,799,1109,1109,718,48,79.3,240,456.88,71,45
108,10926,616,211,149,142,361.85,220,95730,37960,7252,0,0,263,88,57127,4867,14206,1913,30810,859,38603,26152,248,23754,71034,66391,89,-9999999,6,2085,2085,2955,2955,1328,133,215.73,575,1143.37,133,108
11,4103,450,98,165,152,771.21,101,117078,29632,25184,0,0,133,148,54223,14507,12677,14207,25447,12653,62855,38809,147,16955,95193,66419,59,-9999999,11,796,796,2166,2166,1751,99,101.59,495,634.05,99,11
68,25278,495,220,166,144,590.7,186,117235,50285,14957,0,0,310,153,41551,10510,34158,13160,49202,47,75684,43820,211,16127,72475,67992,136,-9999999,13,12,12,141,141,155,150,161,616,764.87,151,68
5,4192,2261,271,173,173,0,561,177127,61553,11256,0,0,344,172,95560,32815,28742,4488,48526,2326,81567,48734,721,32599,0,102717,212,-9999999,39,11,11,46,46,47,118,148,835,1226.66,190,5
94,11219,381,214,140,136,0,132,43586,19418,972,0,0,235,37,35305,7216,3738,672,6747,0,8281,5190,181,15661,11533,23522,104,-9999999,5,11,11,22,22,19,63,63,295,346,63,94
3,3642,143,70,46,40,0,26,20102,11934,641,0,0,94,36,9920,2342,5705,269,8001,220,10182,7308,71,6229,0,12647,0,-9999999,19,110,110,137,137,86,0,282.46,0,1117.54,0,3
5,57,23,13,25,20,0,12,1531,896,25,0,0,14,10,589,40,735,12,890,0,942,603,8,161,0,788,7,-9999999,0,0,0,0,0,0,0,105,0,445,0,5
54,27338,666,374,162,150,116.04,190,54706,22339,3511,0,0,447,91,40824,9789,5800,605,9901,768,13882,5512,266,16495,0,31252,204,-9999999,33,37,37,123,123,135,40,121.15,200,540.04,40,54
5,2404,1063,69,162,159,0,272,107230,24848,16070,0,0,130,155,48673,18263,13400,8213,31247,6529,58557,28896,232,11448,0,51256,64,-9999999,5,1,1,4,4,6,0,189,0,905.27,0,5
30,762,169,61,104,79,0,54,18958,7069,1422,0,0,78,74,9886,2150,3761,660,7172,171,9072,3762,60,3308,14782,8209,25,-9999999,6,1191,1191,1346,1346,267,102,127.2,480,614.66,102,30
125,15472,903,343,157,155,1047.45,221,139228,58140,16271,0,0,444,149,52401,11760,37357,10589,48771,9188,86827,31939,375,20783,98269,54396,176,-9999999,13,122,122,379,379,364,118.99,161.94,729.95,1027.16,183.98,125
48,21839,915,388,172,166,1976.2,364,174425,56307,21186,0,0,476,162,76724,15744,25786,14440,55420,2439,97701,33109,299,30299,147238,62785,191,-9999999,19,659,659,1326,1326,1131,148,186,602.2,1112.02,148,48
68,5391,164,102,90,85,256.95,73,12593,3978,421,0,0,117,16,7214,1084,1683,33,5307,36,5379,2672,56,2264,7280,7032,44,-9999999,1,8,8,25,25,22,0,8.79,0,37.58,0,68
34,8338,590,218,164,149,86.9,190,89963,39775,8750,0,0,279,112,54338,11453,16674,2191,25493,509,35625,22701,225,23077,57205,55437,143,-9999999,14,7,7,233,233,241,58,81.5,295,547.37,63,34
5,1665,406,155,156,148,0,136,30669,9394,3038,0,0,186,81,18234,7604,4215,2182,6458,364,12435,4833,107,5179,0,13912,83,-9999999,12,67,67,214,214,224,0,175.43,0,922.22,0,5
5,2424,497,103,170,155,0,149,42881,15219,1848,0,0,141,162,16250,3613,8899,882,17720,405,26631,18350,179,6320,0,27569,64,-9999999,20,106,106,394,394,446,227.58,237.88,1194.58,1307.02,249,5
33,5054,580,278,167,159,312.36,108,54953,18150,16687,0,0,320,106,33012,7924,7951,8420,10239,15375,21941,12883,221,10199,49444,29035,158,-9999999,8,7,7,64,64,64,129,130.66,615,893.41,139,33
124,27324,1580,233,173,173,2025.6,544,235760,83662,35904,0,0,277,165,130997,13668,33065,18235,76392,2927,104763,49940,642,50245,201225,117045,130,-9999999,8,28,28,58,58,38,150,184.55,446,976.68,159,124
12,10712,346,186,143,131,0,103,40083,14217,2590,0,0,259,74,20473,7267,6997,165,11546,549,19610,10343,146,7220,0,23132,108,-9999999,18,26,27,67,77,47,198,213,990,1065,198,12
5,2394,832,213,169,160,0,229,107411,27451,10233,0,0,337,140,60390,25374,13426,5684,24114,2221,47021,21593,228,13788,0,46768,91,-9999999,27,1439,1439,2935,2935,2386,189,189,732.34,933.52,189,5
80,8976,2325,456,157,157,284.85,668,380286,178457,11449,0,0,584,157,139453,34511,117132,6860,179370,1553,240833,120474,1016,61325,0,192640,301,-9999999,75,175,231,359,513,314,166,305.65,830,1230.45,166,80
13,1056,103,45,55,49,0,29,6393,2880,771,0,0,55,20,4370,943,1163,139,1802,343,2023,567,23,1717,33,2999,20,-9999999,5,5,5,20,20,22,599,610.6,2995,3048.4,599,13
42,46988,985,541,173,169,48.28,326,199210,67574,20240,0,0,761,163,72571,18306,40576,16482,73224,10305,126639,86832,395,26998,0,123526,324,-9999999,26,21,26,44,84,38,290,948.5,1260,2987.04,290,42
96,41764,594,140,79,77,0,226,82985,30407,13900,0,0,225,64,48717,3896,10644,8339,24211,1722,34268,34241,246,19745,0,82920,202,-9999999,0,0,0,0,0,0,385,170,1555.33,906,385,96
48,15730,2479,374,173,173,689.89,773,267347,71876,23237,0,0,489,172,143383,49822,32684,9677,61857,5829,123964,74457,735,39152,238050,150374,227,-9999999,18,1355,1355,2950,2950,2013,257.8,258.78,1262.6,2090.94,292.3,48
79,17474,594,263,163,153,140.4,122,141943,46328,39164,0,0,653,137,40032,12585,35571,29651,48906,32914,101911,60183,215,10757,0,80830,153,-9999999,22,2,142,7,213,5,128,221.9,581,952.6,150,79
12,12111,729,223,172,158,0,184,125297,47026,10246,0,0,373,169,36444,7390,33216,7304,57093,1720,88853,46968,277,13797,34080,67913,173,-9999999,17,90,90,189,189,140,773,773.4,1505.98,1673.64,773,12
61,7219,437,142,154,151,5.7,114,25566,10675,3227,0,0,186,88,15219,2209,4743,1495,7922,1432,10347,7467,206,5923,21836,16934,100,-9999999,17,2937,2937,2937,2937,931,201.67,237.98,788.67,951.16,201.67,61
5,6982,0,0,154,0,0,0,29974,13626,1567,0,0,163,154,0,0,13626,1567,20667,924,29974,13989,0,0,0,13989,67,-9999999,0,10,10,27,27,25,0,180,0,900,0,5
65,16332,594,238,164,155,22.07,257,69811,23090,7361,0,0,309,137,40060,5165,8921,3393,20395,2000,29751,14985,206,14169,53456,33858,132,-9999999,4,8,8,18,18,16,64.25,108,233.77,540,64.25,65
44,16639,636,206,136,125,1100.23,225,214540,74517,16781,0,0,275,109,126085,37851,34609,4556,56566,745,88055,47544,251,39815,0,97266,138,-9999999,23,36,36,90,90,133,88,155.08,440,788.26,88,44
5,22696,450,253,164,143,0,132,119801,53030,3033,0,0,353,137,47482,17157,32656,1763,50032,1229,72319,36606,196,20374,0,55467,134,-9999999,15,2,2,12,12,11,0,153.35,0,731.6,0,5
44,12882,951,239,172,163,0,111,183472,64990,56324,0,0,309,162,83040,19232,35390,31456,42058,48433,100432,31824,381,29600,0,60333,140,-9999999,17,17,18,55,56,65,596,737,2980,3250.6,596,44
45,3637,401,167,147,127,182.4,108,54605,18855,2645,0,0,192,111,31020,7960,7566,1350,11184,1500,23585,10406,146,9049,42885,23003,67,-9999999,1,15,15,48,48,65,227.99,243.09,1137.89,1509.76,342.96,45
24,6828,852,240,157,154,2411.1,268,141887,47174,20276,0,0,290,95,67130,20841,27148,13220,46909,1100,74757,4361,302,20026,64161,21504,124,-9999999,18,74,74,472,472,432,58,108.1,290,984.51,58,24
55,4928,0,0,78,0,0,0,25599,8392,861,0,0,123,51,0,0,2522,276,4846,171,9096,9096,0,0,20284,25563,88,-9999999,4,1,1,15,15,15,79.11,101.04,351.93,461.56,79.11,55
44,5314,147,72,92,74,0,36,15455,4666,2156,0,0,97,58,9808,2934,1325,469,2781,175,5647,4188,51,3341,2254,10435,37,-9999999,7,997,997,1741,1741,1188,62.98,125.38,319.96,662.26,72.98,44
5,8936,2036,348,173,172,0,628,189310,81260,13784,0,0,465,169,95984,21668,41346,5687,65930,4759,93326,53709,806,39885,0,104919,221,-9999999,24,73,73,218,218,206,0,15,0,627.67,0,5
35,14136,1075,521,172,165,85.5,279,134507,33018,15979,0,0,621,162,49325,14065,15803,8687,31523,7204,85178,52966,396,17215,0,88971,332,-9999999,16,7,17,16,33,29,136,400.7,500,1130.9,136,35
5,1753,844,103,173,165,0,296,86920,23582,7302,0,0,131,168,40691,15371,13974,2425,29233,3524,46229,26758,224,9608,0,51338,74,-9999999,19,817,817,1541,1541,1021,230,230,1041.61,1041.61,230,5
5,3023,890,115,172,168,0,225,82235,31676,7730,0,0,179,150,51482,13255,9610,4568,16920,1733,30753,14151,331,22066,0,36635,82,-9999999,25,408,408,1060,1060,1043,219,220.4,1068.67,1177.32,219,5
12,12842,147,82,138,81,480.7,39,39740,16706,1184,0,0,126,113,9094,1770,12245,820,19045,286,30221,17951,71,4455,1133,24006,65,-9999999,5,7,7,28,28,29,73,104.71,360,441.49,73,12
5,11341,598,217,170,116,56.25,190,80189,34976,4606,0,0,400,156,27134,4567,23987,2812,33620,951,53055,23732,230,10989,0,28945,126,-9999999,1,19,19,26,26,21,76,110.8,400,647.81,96,5
5,2807,1156,134,173,164,0,394,219631,62022,27433,0,0,201,173,90755,33425,37016,18009,69331,1902,128876,84173,366,24997,0,141370,124,-9999999,31,319,319,953,953,873,214,263,1070,1119.44,214,5
92,11808,134,84,112,85,0,42,29570,13487,1146,0,0,131,73,13093,2367,5788,611,12845,241,16477,10497,60,7676,23988,17986,53,-9999999,4,1972,1972,2982,2982,1394,99,110,485.2,621.37,129,92
39,7373,256,170,141,121,0,72,29397,10668,3118,0,0,204,85,16306,3814,4772,1384,8711,1505,13091,6097,96,5796,9169,14645,80,-9999999,13,100,100,286,286,351,88,92.5,495,611.37,163,39
5,3650,219,48,54,50,7.95,37,43226,20307,4970,0,0,68,45,23893,7474,9095,2073,11750,3792,19333,7990,86,11203,0,16356,33,-9999999,8,5,5,24,24,23,99,180.5,495,930.71,99,5
37,5773,169,84,97,82,255.5,53,15160,6550,1398,0,0,101,45,10641,917,1395,730,2880,99,4519,4376,71,4973,446,12252,54,-9999999,3,2265,2265,2962,2962,1365,51,118.35,235,470.06,71,37
40,6843,664,382,172,169,0,261,81721,21450,6930,0,0,436,145,24033,6250,12702,6425,32367,247,57688,30897,223,8704,44882,44872,226,-9999999,16,2958,2958,2958,2958,274,264,387.02,1330,1545.73,274,40
49,2573,290,107,136,113,49.15,81,38290,15187,3669,0,0,163,116,15902,3633,9552,2462,16017,1105,22388,6802,108,5635,13548,14839,38,-9999999,7,0,0,3,3,6,101,162,540,821.99,151,49
